text1,text2,is_same
the angle (at a particular location) between magnetic north and true north,angle made with the horizontal by the Earth's magnetic field lines,0
any of various fruits of the gourd family that mature during the summer; eaten while immature and before seeds and rind harden,squashes harvested when immature; rind tender and edible,1
"the major waterway in Venice, Italy",longest canal or artificial river in the world,0
any of several perennial plants of the genus Ornithogalum native to the Mediterranean and having star-shaped flowers,painting by Edward Burne-Jones,0
the antiparticle of a quark,antiparticle of the quark,1
a push button on the mouse,microswitch on a computer mouse,1
a stagnant pool of water in the bed of a stream that flows intermittently,river in Australia,0
any of various plants of the genus Malvaviscus having brilliant bell-shaped drooping flowers like incompletely opened hibiscus flowers,species of plant,1
the fielding position of the player on a baseball team who is stationed near the third of the bases in the infield (counting counterclockwise from home plate),"baseball team and Major League Baseball franchise in Baltimore, Maryland, United States Owned by Gleyber Torres",0
the belief that the world can be made better by human effort,idea in metaphysical thinking holding that progress is a real concept leading to an improvement of the world,1
penultimate class in high school or college,"New York :Printed by Henry Ludwig,1838. | Smithsonian Libraries View Book",0
traditional Chinese cuisine; a variety of foods (including several kinds of steamed or fried dumplings) are served successively in small portions,type of dim sum,0
a lake in southwestern Sweden; the largest lake in Sweden,"lighthouse on Vänern in Mellerud Municipality, Sweden",0
a form of lightning that moves rapidly in a zigzag path with one end divided (fork-like),atmospheric discharge of electricity,1
a document connected to the World Wide Web and viewable by anyone connected to the internet who has a web browser,set of related web pages served from a single web domain,0
the capital and largest city of Bangladesh,district in its namesake division in Bangladesh,0
"pretend to be knocked out, as of a boxer",Wikimedia list article,0
of or containing a mixture of Latin words and vernacular words jumbled together,Wikimedia list article,0
suffering from mysophobia; abnormally afraid of dirt or contamination,pathological fear of contamination and germs,1
type and sole genus of the family Leiopelmatidae,primitive frog native to New Zealand,0
erect perennial aquatic herb of Europe and North America having submerged spongy leaves and pendulous racemes of blue flowers above the water,article,0
a thick heavy grease used to lubricate axles,lubricant,1
failing or refusing to observe religious customs,Wikimedia list article,1
type genus of Treponemataceae: anaerobic spirochetes with an undulating rigid body; parasitic in warm-blooded animals,Agents used to treat infections with bacteria of the genus treponema. This includes syphilis & yaws,1
a republic in northern South America on the Caribbean; achieved independence from Spain in 1811; rich in oil,national beauty pageant of Venezuela,0
the act of producing drawings on wood or leather by using heated tools or a fine flame,photograph in the National Gallery of Art (NGA 144246),0
law intended to promote free competition in the market place by outlawing monopolies,Congressional Research Service report,0
"membranous structure enclosing the yolk of eggs in birds, reptiles, marsupials, and some fishes; circulates nutrients to the developing embryo",article,0
type genus of the family Zygnemataceae,genus of algae,1
North American willow with greyish silky pubescent leaves that usually blacken in drying,Wikimedia list article,0
the right of a journalist to refuse to divulge sources of confidential information,limited right for journalists to withhold sources,1
a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain,kabushiki gaisha,0
possessing a tail with the upper lobe larger than the lower and with the vertebral column prolonged into the upper lobe,bony skin-covered spines or rays protruding from the body of a fish,1
deciduous climber with aerial roots having large flat flower heads,species of plant,1
a land unit equal to a quarter of a section (160 acres) and measuring 1/2 mile on a side,article,0
the causal agent resulting in death,The directed killing of a target cell by a natural killer cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors.,0
small genus of erect annual or perennial herbs native to Madagascar; widely naturalized in the tropics; formerly included in genus Vinca,genus of plants,1
a genus of Formicidae,species of insect,0
low to prostrate shrub of Canada and northern United States; bronzed purple in winter,Wikimedia category,0
an officer in command of a military unit,military or police rank,0
annual or perennial herbs with inflated seed pods; some placed in genus Lesquerella,painting by Mary Vaux Walcott,0
a group of volcanic islands in the south central Pacific; part of French Polynesia,"island in Quebec, Canada",0
fungus causing brown root rot in plants of the pea and potato and cucumber families,species of fungus,1
