text1,text2,is_same
suffering from abulia; showing abnormal inability to act or make decisions,"absence of willpower or decisiveness, especially as a symptom of mental disorder",1
subshrub having short leafy stems and numerous small flower heads with nearly round yellow-orange rays; Arizona south to Mexico and east to Kansas,painting by Mary Vaux Walcott,0
crested grey-and-red bird of southwest United States and Mexico,"scholarly article published in The Auk, October 1887",0
upright rhizomatous perennial with bright blue flowers; southern Europe,Wikimedia category,0
the basic unit of money in Djibouti,currency of Djibouti,1
a group of languages of the Hokan family,Wikimedia template,0
a tall glass for serving highballs,glass tumbler that can contain 240 to 350 millilitres,1
a genus of Cuculidae,species of bird,0
any plant of the genus Seseli having dense umbels of small white or pink flowers and finely divided foliage,species of plant,1
large searobin; found from Nova Scotia to Florida,species of fish,1
of western North America,"painting by Mary Vaux Walcott (American Art, 1970.355.502)",0
a Formosan language,Wikimedia category,0
a bracket to support a shelf,drawing in the National Gallery of Art (NGA 23895),1
the adductor muscle of the great toe,muscle responsible for adducting the big toe,1
genus of small caespitose orchids of tropical America,article,1
a heavy plow with a single wide blade; used chiefly in cotton fields,island in the United States of America,0
retire or become ineligible because of old age or infirmity,retirement pension,1
large genus of chiefly perennial erect branching herbs of north temperate regions some poisonous,article,1
the basic unit of money in Zimbabwe,former currency of Zimbabwe,1
any of various deciduous or evergreen herbs of the genus Haemanthus; South Africa and Namibia,genus of plants,1
Chinese lady palm with more slender stems and finer sheath fibers than Rhapis excelsa,species of plant,1
close relative to the desert tortoise; may be reclassified as a member of genus Xerobates,"Lubbock, TX :Museum of Texas Tech University,2000. | Museum of Texas Tech University",0
not encumbered with a physical burden or load,1983 film by Marcel Schüpbach,0
has a moving magnet and astatic coils arranged to cancel the effect of the Earth's magnetic field,Nobili astatic galvanometer,0
a genus of Cuculidae,species of bird,0
"make wet and dirty, as from rain",Traditional folk song,0
the last Aztec emperor in Mexico who was overthrown and killed by Hernando Cortes (1466-1520),9th tlatoani of Tenochtitlan and ruler of the Aztec Triple Alliance,1
genus of deciduous and evergreen east Asian trees and shrubs widely cultivated as ornamentals for their white flowers and red fruits; in some classifications includes genus Heteromeles,species of plant,0
quadrupedal armored herbivore of the Jurassic and Cretaceous,"Washington,Govt. print. off.,1914. | Smithsonian Libraries View Book",1
a variety of bristle fern,species of plant,1
a birdcall having two notes,article,1
(ice hockey) a penalty that suspends a player for the remainder of a game (but allows the team to send in a substitute for the suspended player),punishment for breaking the rules in ice hockey,1
(used of information or news) kept secret by using influence,American actress,1
an airplane that is driven by a propeller,aeroplane driven by propeller,1
tropical vine having umbels of small purple flowers and edible roots sometimes boiled as a potato substitute; Colombia,species of plant,1
a genus of tropical American trees of the family Sapotaceae,"1984. | University of Florida, George A. Smathers Libraries View Book",0
American butterfly having dark brown wings with white and golden orange spots,Wikimedia category,0
a vein serving the penis,Anal beads,1
exert oneself by doing mental or physical work for a purpose or out of necessity,journal,1
an ancient Iranian language,Zoroastrian literature,1
the quality of being disingenuous and lacking candor,2014 film by Vincent Tilanus,0
a cystic tumor containing milk or a milky substance (especially in the mammary glands),retention cyst containing milk or a milky substance that is usually located in the mammary glands,1
type genus of the Pteroclididae,species of bird,0
type genus of the Pteroclididae,species of bird,0
large erect shrub of Colombia having large odd-pinnate leaves with large leaflets and axillary racemes of fragrant yellow flowers,species of plant,1
a sound law relating German consonants and consonants in other Indo-European languages,phonetic shift in Germanic languages described by Grimm's Law and Verner's Law,0
tropical southeast Asian tree with aromatic bark; yields a bark used medicinally,"species of plant, Saigon Cinnamon",1
bearing round fruit,species of plant,1
shrub honeysuckle with drooping spikes of purplish flowers,Wikimedia category,0
causing sneezing,"reflexive, convulsive expulsion of air from the lungs through the nose and mouth",1
tree of India and Burma yielding a wood resembling mahogany,species of plant,1
shrub of northwestern North America bearing red berries,painting by Mary Vaux Walcott,0
tongue worms,Wikimedia category,0
a heavy plow with a single wide blade; used chiefly in cotton fields,island in the United States of America,0
having no color,Human disease,0
a statute regulating work on Sundays,county in New Jersey,0
type genus of the Icteridae,species of bird,0
having caterpillar treads or tracks on the wheels,sculpture by Claes Oldenburg,0
any mold of the genus Mucor,species of fungus,0
a theater stage that extends out into the audience's part of a theater and has seats on three sides,designated space for the performance of productions,0
of or relating to myrmecophytes,article,1
type genus of the Icteridae,species of bird,0
having a smooth shell,article,1
clusters of several short stems each having 2 broad leaves and 2-4 drooping brownish to greenish flowers with pouches mottled with purple; British Columbia to central California and northern Colorado,"[Leavenworth, WA] :U.S. Department of Agriculture, Forest Service, Wenatchee National Forest,[1994] | U.S. Department of Agriculture, National Agricultural Library View Book",0
pale easily worked timber from the quandong tree,species of plant,1
somewhat large,South African cartoonist,1
a waterfall in southeastern British Columbia; the highest waterfall in Canada (1250 feet high),"Waterfalls in British Columbia, Canada",1
the branch of astronomy that deals with the moon,composition of the Moon,1
type genus of Hydnaceae,species of fungus,0
a wrench for Allen screws,screwing device,1
a charge account that does not have to be paid to zero balance,type of credit that does not have a fixed number of payments,1
