text1,text2,is_same
Mexican plant used especially for making tequila,Wikimedia category,0
small reddish-brown Eurasian mouse inhabiting e.g. cornfields,article,0
a knife with a double-edged blade for hand-to-hand fighting,drawing in the National Gallery of Art (NGA 24539),0
an Irish breed with a chestnut-brown or mahogany-red coat,dog breed,1
in a noble manner,"beneficial form of a grey fungus, Botrytis cinerea, affecting wine grapes",1
sometimes placed in Smilacaceae,genus of plants,1
the line formed by the lower edge of a skirt or coat,skirt with godets inserted to add width at the hemline,0
the act of exposing someone excessively to an influencing experience,abstract,0
type and sole genus of the family Leiopelmatidae,genus of amphibians,1
one of four subclasses or superorder of Monocotyledones; comprises about 6400 species in 5 families of trees and shrubs and terrestrial herbs and a few free-floating aquatics including: Palmae; Araceae; Pandanaceae and Lemnaceae,subclass of plants,1
a pen for swine,enclosure for pigs,1
formerly the largest Soviet Socialist Republic in the USSR occupying eastern Europe and northern Asia,"subdivision of the Russian SFSR, Soviet Union",0
sarcoma of fat cells,lipomatous cancer that arises in fat cells in deep soft tissue retroperitoneum,1
French filmmaker (1908-1982),French filmmaker,1
an oral antibiotic (trade name Cipro) used against serious bacterial infections of the skin or respiratory tract or urinary tract or bones or joints,association football governing body of Cyprus,0
type genus of the family Peridiniidae,genus of dinoflagellates,1
the type genus of Argiopidae; small genus of orb-weaving spiders,figure from Greek mythology,0
sometimes placed in genus Scilla,Italian record label,0
a religion founded in Iran in 1863; emphasizes the spiritual unity of all humankind; incorporates Christian and Islamic tenets; many adherents live in the United States,place of worship for the Bahá'í Faith,0
any shrubby trees or woody vines of the genus Euonymus having showy usually reddish berries,"Chulmleigh, North Devon, Devon, EX18",0
a tract of low muddy land near an estuary; covered at high tide and exposed at low tide,"spring in Lemhi County, United States of America",0
a primitive method of determining a person's guilt or innocence by subjecting the accused person to dangerous or painful tests believed to be under divine control; escape was usually taken as a sign of innocence,novel by Agatha Christie,0
be counted out; remain down while the referee counts to ten,short story by P. G. Wodehouse,1
a ribald person; someone who uses vulgar and offensive language,Lewd or indecent comedy,1
sprawling European annual having a 4-winged edible pod,species of plant,1
a genus of tropical American orioles,subspecies of bird,0
capital of the state of Missouri; located in central Missouri on the Missouri river,"education organization in Jefferson City, United States",0
someone who writes plays,Dramatist and writer,0
the branch of the carotid artery that supplies blood to the brain and eyes and internal parts of the head,article,0
a country in northeastern Africa on the Somali peninsula; formerly under French control but became independent in 1997,building in Djibouti,0
a storm consisting of violent winds,album by Gloria Jones,0
in distinction from others,scientific journal article,1
one of 40 gentlemen who attend the British sovereign on state occasions,English politician,1
any of several orchids of the genus Dactylorhiza having fingerlike tuberous roots; Europe and Mediterranean region,genus of plants,1
a grocer who sells fresh fruits and vegetables,"Cranbrook, Tunbridge Wells, Kent, TN17",0
a derogatory term used by Jews to refer to non-Jewish women,"disparaging term of Yiddish origin, used as a term for a non-Jewish woman or girl",1
genus of large crested guans (the piping guans),"heritage site in Olt County, Romania",0
marketing via a promotion delivered directly to the individual prospective customer,record label company,0
a mild form of bubonic plague,"bubonic plague that results in a benign form of bubonic plague, has symptom fever, has symptom lymphadenitis, has symptom headache and has symptom prostration",1
a pickled herring filet that has been rolled or wrapped around a pickle,pickled herring fillets,1
widely distributed genus of annual or perennial and often climbing herbs,genus of plants,1
"a thin sheet of metal (iron or steel) coated with tin to prevent rusting; used especially for cans, pots, and tins",journal article; published in Annals of Science in 1951,0
discuss formally with (somebody) for the purpose of an evaluation,structured series of questions and answers,1
a monarchy in northwestern Europe; headquarters for the European Union and for the North Atlantic Treaty Organization,head of the federal government of Belgium,0
an optical device consisting of an attachment that enables an observer to view simultaneously the image and a drawing surface for sketching it,book,0
distinguished by leaves having curled or incised leaves forming a loose rosette that does not develop into a compact head,"species of annual plant of the daisy family, most often grown as a leaf vegetable",1
a present given in celebration of a person's birthday,painting by William Corden the Younger,0
