text1,text2,is_same
a fungus with a brownish orange fruiting body and a ring near the top of the stalk; the taste is bitter and the flesh contains psilocybin and psilocin,species of fungus,1
infectious; having the ability to cause disease,scientific journal article,0
bid higher than others,"process of buying and selling goods or services by offering them up for bid, taking bids, and then selling the item to the highest bidder",1
syndrome resulting from a serious acute (sometimes fatal) infection associated with the presence of staphylococcus; characterized by fever and diarrhea and nausea and diffuse erythema and shock; occurs especially in menstruating women using highly absorbent tampons,"Anglican school in Queensland, Australia",0
an agricultural region of western France on the Bay of Biscay,administrative region of France,1
the secret state police in Nazi Germany; known for its terrorist methods,American musician,0
type genus of Boletaceae; genus of soft early-decaying pore fungi; some poisonous and some edible,genus of fungi,1
become or cause to become unobstructed,article,1
a receptacle for catching waste products for further use,action in the sport of baseball,1
endoscopic examination of a woman's pelvic organs by the insertion of a culdoscope through the vagina,endoscopic procedure performed to examine the rectouterine pouch and pelvic viscera by the introduction of a culdoscope through the posterior vaginal wall,1
change in size or magnitude,article,1
the basic unit of money in Myanmar,protein-coding gene in the species Mus musculus,0
a clear colorless volatile liquid (alcohol) used as a solvent and antiseptic,publication,0
measuring instrument consisting of a right-angled tube with an open end that is directed in opposition to the flow of a fluid and used to measure the velocity of fluid flow,Wikimedia category,0
the tenth month of the Islamic calendar,28th day of Shawwal in the Islamic calendar,0
any of a large class of siloxanes that are unusually stable over a wide range of temperatures; used in lubricants and adhesives and coatings and synthetic rubber and electrical insulation,album by Susanne Sundfør,0
small genus of South American evergreen vines,subspecies of plant,0
a musician who plays the oboe,American oboist and arts entrepreneur,0
eastern Australian tree widely cultivated as a shade tree and for its glossy leaves and circular clusters of showy red to orange-scarlet flowers,species of plant,1
someone who collects taxes for the government,mathematical game,0
a booth in which a person can cast a private vote,painting by Ben Shahn,0
city in eastern Belgium; largest French-speaking city in Belgium,basketball team,0
a large fungus with viscid cap that dries and turns brown with age; gills are off-white,species of fungus,1
the Finnic language spoken by the Votyak,"federal subject of Russia, republic of Russia",0
the basic unit of money in Kiribati,currency,1
the cholesterol in high-density lipoproteins; the `good' cholesterol; a high level in the blood is thought to lower the risk of coronary artery disease,scientific journal article,1
large citrus tree having large sweet deep orange fruit that is easily peeled; widely cultivated in Florida,American rock band,0
deprive of speech,2011 single by Grouplove,0
a loudspeaker that is designed to reproduce very low bass frequencies,Speaker for low bass frequencies,1
in a sorrowful lugubrious manner,painting by Salvador Dali,0
a professional card player who makes a living by cheating at card games,Short story,0
German romantic poet (1787-1862),Swedish novelist,0
yellow-flowered pitcher plant of southeastern United States having trumpet-shaped leaves with the orifice covered with an arched hood,Wikimedia category,0
spreading malicious gossip,article,1
solid and liquid nourishment taken into the body through the mouth,behavior associated with the intake of food,1
any of three colors from which all others can be obtained by mixing,color made by mixing either one primary color with one secondary color,0
malignant renal tumor of young children characterized by hypertension and blood in the urine and the presence of a palpable mass,mammalian protein found in Rattus norvegicus,0
a commissioned officer (especially one in the Royal Air Force) equivalent in rank to a colonel in the army,New Zealand Chief of Defence Force,0
a heel that is an extension of the sole of the shoe,family name,0
the lean flesh of a saltwater fish found in warm waters (especially in Hawaii),genus of fishes,0
(computer science) a device that forwards data packets between computer networks,anonymity network based on onion routing and associated software,0
a landlocked monarchy in southeastern Africa; member of the commonwealth that achieved independence from the United Kingdom in 1968,airline,0
the window in a gabled extension built to accommodate a window,drawing in the National Gallery of Art (NGA 24329),0
the umbrellalike part of a parachute that fills with air,article,0
the office of the United States head of state,44th President of the United States of America,0
