text1,text2,is_same
the number of pollen grains (usually ragweed) in a standard volume of air over a twenty-four hour period and a specified time and place,single by The Divine Comedy,1
obtain in pure form,scientific journal article,0
epicondyle near the lateral condyle of the femur,clinical trial,1
assign a new order to,request for comments publication,0
someone who controls access to something,person who controls access to something,1
California herb with pinkish purple flowers,species of plant,1
straight chair having a shaped seat and a back of many spindles,drawing in the National Gallery of Art (NGA 16366),0
change or cause to change directly from a solid into a vapor without first melting,transition of a substance directly from the solid to the gas phase,1
spikemoss forming dense mats; eastern North America,article,0
a container from which a person draws a wrapped item at random without knowing the contents,1917 film,0
apple used primarily in cooking,apple cultivar,1
ditch dug as a fortification and usually filled with water,dry or watery ditch surrounding a fortification or town,1
the quality of being unoriginal,Wikimedia list article,1
a fee charged for the recovery of impounded animals,article,0
one of many subfamilies into which some classification systems subdivide the Liliaceae,Wikimedia category,0
an extra car wheel and tire for a four-wheel vehicle,vehicles that have a loading area but do not have their own drive,1
slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest,suborder of insects,1
large football-shaped winter squash with a warty grey-green rind,journal article from 'Science' published in 1926,1
a hypocritical display of sorrow; false or insincere weeping,2009 film,0
a form of dancing in which dancers slam into one another; normally performed to punk rock,style of dance,1
of prairies and desert areas of southwestern United States and Mexico,species of plant,1
the electric coil around a field magnet that produces the magneto motive force to set up the flux in an electric machine,article,1
communication via the movements or attitudes of the body,a type of nonverbal communication in which physical behavior is used to express or convey information,1
arrange or build up as if on the base of a pyramid,British surf music band,0
the state of being a widow who has not remarried,state of having lost one's spouse to death,1
a lover of learning,almanac-maker (fl. 1720-1750),0
a kitchen appliance used for cooking food,kitchen appliance designed for the purpose of cooking food,1
a form of lesbianism that simulates heterosexual intercourse,sexual act,1
bread made with whole wheat flour,clinical trial,0
free-living or colonial organisms with diverse nutritional and reproductive modes,article,0
not attending school and therefore free to work,leaving school before completion,1
a strain of bacteria that is resistant to all antibiotics,ability of a microbe to resist the effects of medication,1
the act of detonating an explosive,supersonic combustion of an explosive material,1
containing or treated with carbolic acid,chemical compound,1
someone who divines through the interpretation of dreams,live album by Aidan Baker,1
fast-growing tree of India and East Indies yielding a wood used especially for building,species of plant,1
genus of fossil seed ferns of the Carboniferous,Wikimedia template,0
